,page,country,rev_id,prediction,Geography,population
4931,Nuri Sojliu,ALBANIA,802437981,Stub,ALBANIA,2.9
4932,Essad Pasha Toptani,ALBANIA,802438001,C,ALBANIA,2.9
4933,Dhimitër Tutulani,ALBANIA,802438004,Start,ALBANIA,2.9
4934,Aziz Vrioni,ALBANIA,802438008,Start,ALBANIA,2.9
4935,Qemal Bey Vrioni,ALBANIA,802438011,Start,ALBANIA,2.9
4936,Sami Bey Vrioni,ALBANIA,802438013,Start,ALBANIA,2.9
4937,Salih Bey Vuçitërni,ALBANIA,802438016,Start,ALBANIA,2.9
4938,Dhimitër Zografi,ALBANIA,802438029,Start,ALBANIA,2.9
4939,Ali Asllani,ALBANIA,802442569,Start,ALBANIA,2.9
4940,Eqrem Vlora,ALBANIA,802442709,C,ALBANIA,2.9
4941,Ahmed Dino,ALBANIA,802444083,Stub,ALBANIA,2.9
4942,Nexhip Draga,ALBANIA,802444386,Start,ALBANIA,2.9
4943,Mihal Kasso,ALBANIA,802444412,Stub,ALBANIA,2.9
4944,Shahin Kolonja,ALBANIA,802444420,Start,ALBANIA,2.9
4945,Myfid bej Libohova,ALBANIA,802444424,C,ALBANIA,2.9
4946,Hasan Prishtina,ALBANIA,802444443,C,ALBANIA,2.9
4947,Syrja Vlora,ALBANIA,802444462,Start,ALBANIA,2.9
4948,Mahmud Xhelaledini,ALBANIA,802444467,Stub,ALBANIA,2.9
4949,Ali Pasha of Gusinje,ALBANIA,802446449,Start,ALBANIA,2.9
4950,Lefter Koka,ALBANIA,802469067,Stub,ALBANIA,2.9
4951,Genc Pollo,ALBANIA,802469085,Start,ALBANIA,2.9
4952,Abas Ermenji,ALBANIA,802672368,Start,ALBANIA,2.9
4953,Fan S. Noli,ALBANIA,802740752,GA,ALBANIA,2.9
4954,Fatos Nano,ALBANIA,802841606,GA,ALBANIA,2.9
4955,Edmond Panariti,ALBANIA,802847173,GA,ALBANIA,2.9
4956,Fejzi Alizoti,ALBANIA,802930966,C,ALBANIA,2.9
4957,Bislim Bajgora,ALBANIA,802961482,C,ALBANIA,2.9
4958,Tahir Veliu,ALBANIA,803573135,Start,ALBANIA,2.9
4959,Hysen Hoxha,ALBANIA,803638786,Start,ALBANIA,2.9
4960,Foto Çami,ALBANIA,803812055,Start,ALBANIA,2.9
4961,Medar Shtylla,ALBANIA,803818094,Stub,ALBANIA,2.9
4962,Diana Çuli,ALBANIA,804330641,Start,ALBANIA,2.9
4963,Mimoza Ahmeti,ALBANIA,804346260,Start,ALBANIA,2.9
4964,Olta Xhaçka,ALBANIA,804514843,Start,ALBANIA,2.9
4965,Galip Ramadhi,ALBANIA,804654525,Stub,ALBANIA,2.9
4966,Mihal Grameno,ALBANIA,804736157,C,ALBANIA,2.9
4967,Visarion Xhuvani,ALBANIA,804871585,C,ALBANIA,2.9
4968,Bujar Nishani,ALBANIA,804882538,C,ALBANIA,2.9
4969,Vasil Bollano,ALBANIA,805025020,Start,ALBANIA,2.9
4970,Gent Strazimiri,ALBANIA,805073920,C,ALBANIA,2.9
4971,Floida Kërpaçi,ALBANIA,805157015,Stub,ALBANIA,2.9
4972,Myqerem Tafaj,ALBANIA,805159843,Start,ALBANIA,2.9
4973,Branko Manoillovski,ALBANIA,805176809,Start,ALBANIA,2.9
4974,Luigj Gurakuqi,ALBANIA,805216034,C,ALBANIA,2.9
4975,Kiço Ngjela,ALBANIA,805298454,Start,ALBANIA,2.9
4976,Gerti Bogdani,ALBANIA,805412290,Stub,ALBANIA,2.9
4977,Lulzim Basha,ALBANIA,805535874,C,ALBANIA,2.9
4978,Nako Spiru,ALBANIA,805810754,Start,ALBANIA,2.9
4979,Monika Kryemadhi,ALBANIA,805829565,Start,ALBANIA,2.9
4980,Gramoz Ruçi,ALBANIA,806100649,Start,ALBANIA,2.9
4981,Qazim Mulleti,ALBANIA,806563340,C,ALBANIA,2.9
4982,Ramiz Alia,ALBANIA,806618008,C,ALBANIA,2.9
4983,Ilir Meta,ALBANIA,806618350,C,ALBANIA,2.9
4984,Gjergj Fishta,ALBANIA,806889573,Start,ALBANIA,2.9
4985,Ben Blushi,ALBANIA,806896405,Start,ALBANIA,2.9
4986,"Leka I, Crown Prince of Albania",ALBANIA,806899527,C,ALBANIA,2.9
4987,Aćif Hadžiahmetović,ALBANIA,807081719,C,ALBANIA,2.9
4988,Saimir Tahiri,ALBANIA,807172264,Stub,ALBANIA,2.9
4989,Sali Berisha,ALBANIA,807185094,C,ALBANIA,2.9
4990,Gëzim Dibra,ALBANIA,807262283,Stub,ALBANIA,2.9
4991,Hafez Musa Ali Basha,ALBANIA,807423285,Stub,ALBANIA,2.9
4992,Hafëz Jusuf Azemi,ALBANIA,807427674,Stub,ALBANIA,2.9
4993,Edi Rama,ALBANIA,807436239,GA,ALBANIA,2.9
4994,Hajredin Çeliku,ALBANIA,807458594,Start,ALBANIA,2.9
4995,Haki Toska,ALBANIA,807479431,Start,ALBANIA,2.9
4996,Template:CostaRica-politician-stub,COSTA RICA,394587483,Stub,COSTA RICA,5
4997,Template:CostaRica-mayor-stub,COSTA RICA,443468553,Stub,COSTA RICA,5
4998,Template:CostaRica-diplomat-stub,COSTA RICA,585817999,Stub,COSTA RICA,5
4999,Carlos Durán Cartín,COSTA RICA,703055426,Stub,COSTA RICA,5
5000,Aniceto Esquivel Sáenz,COSTA RICA,703055552,Stub,COSTA RICA,5
5001,Alberto Oreamuno Flores,COSTA RICA,703416870,Stub,COSTA RICA,5
5002,António Pinto Soares,COSTA RICA,705177330,Start,COSTA RICA,5
5003,Manuel Mora,COSTA RICA,705402311,Stub,COSTA RICA,5
5004,Ricardo Toledo,COSTA RICA,706458967,Stub,COSTA RICA,5
5005,Bernardo Soto Alfaro,COSTA RICA,708172804,Stub,COSTA RICA,5
5006,Rubén Pacheco (Costa Rica),COSTA RICA,711197366,Stub,COSTA RICA,5
5007,Vicente Aguilar Cubero,COSTA RICA,714840469,Stub,COSTA RICA,5
5008,Florentino Alfaro Zamora,COSTA RICA,714840544,Stub,COSTA RICA,5
5009,Apolinar de Jesús Soto Quesada,COSTA RICA,714840569,Stub,COSTA RICA,5
5010,Bernardo Rodríguez y Alfaro,COSTA RICA,714840680,Stub,COSTA RICA,5
5011,Manuel Antonio Bonilla Nava,COSTA RICA,714840697,Stub,COSTA RICA,5
5012,Roberto Brenes Mesén,COSTA RICA,714840777,Start,COSTA RICA,5
5013,Joaquín Bernardo Calvo Rosales,COSTA RICA,714840837,Stub,COSTA RICA,5
5014,Ramón Castro y Ramírez,COSTA RICA,714840980,Stub,COSTA RICA,5
5015,José Joaquín Chaverri Sievert,COSTA RICA,714841020,Stub,COSTA RICA,5
5016,Cipriano Pérez y Arias,COSTA RICA,714841062,Stub,COSTA RICA,5
5017,José Andrés Coronado Alvarado,COSTA RICA,714841086,Stub,COSTA RICA,5
5018,Domingo González Pérez,COSTA RICA,714841151,Stub,COSTA RICA,5
5019,Narciso Esquivel y Salazar,COSTA RICA,714841338,Stub,COSTA RICA,5
5020,Eusebio Figueroa Oreamuno,COSTA RICA,714841426,Stub,COSTA RICA,5
5021,Gerardo Gómez Ramírez,COSTA RICA,714841526,Stub,COSTA RICA,5
5022,Victoria Guardia Alvarado,COSTA RICA,714841549,Stub,COSTA RICA,5
5023,Joaquín de Iglesias Vidamartel,COSTA RICA,714841686,Stub,COSTA RICA,5
5024,Agapito Jiménez Zamora,COSTA RICA,714841738,Stub,COSTA RICA,5
5025,Jorge Hine Saborío,COSTA RICA,714841752,Stub,COSTA RICA,5
5026,Juan Fernando Echeverría,COSTA RICA,714841815,Stub,COSTA RICA,5
5027,Juan José de Bonilla y Herdocia,COSTA RICA,714841858,Stub,COSTA RICA,5
5028,Juan de Obregón y Espinosa,COSTA RICA,714841873,Stub,COSTA RICA,5
5029,Pedro María León-Páez y Brown,COSTA RICA,714841892,Stub,COSTA RICA,5
5030,Luis Diego Sáenz Carazo,COSTA RICA,714841930,Stub,COSTA RICA,5
5031,José María Zeledón Brenes,COSTA RICA,714841955,Stub,COSTA RICA,5
5032,Rodrigo Madrigal Nieto,COSTA RICA,714841985,Stub,COSTA RICA,5
5033,Manuel José Carazo Bonilla,COSTA RICA,714842025,Stub,COSTA RICA,5
5034,Manuel María de Peralta y López del Corral,COSTA RICA,714842046,Stub,COSTA RICA,5
5035,Manuel de Jesús Jiménez Oreamuno,COSTA RICA,714842063,Start,COSTA RICA,5
5036,Juan Rafael Mata Lafuente,COSTA RICA,714842207,Stub,COSTA RICA,5
5037,Carlos Meléndez Chaverri,COSTA RICA,714842220,Start,COSTA RICA,5
5038,José Merino del Río,COSTA RICA,714842279,Stub,COSTA RICA,5
5039,Miguel Carranza Fernández,COSTA RICA,714842317,Stub,COSTA RICA,5
5040,Felipe Francisco Molina y Bedoya,COSTA RICA,714842345,Stub,COSTA RICA,5
5041,Félix Arcadio Montero Monge,COSTA RICA,714842398,Stub,COSTA RICA,5
5042,José Joaquín Mora Porras,COSTA RICA,714842448,Stub,COSTA RICA,5
5043,Ricardo Moreno Cañas,COSTA RICA,714842472,Stub,COSTA RICA,5
5044,Rafael Moya Murillo,COSTA RICA,714842487,Stub,COSTA RICA,5
5045,José Concepción Pinto Castro,COSTA RICA,714842612,Stub,COSTA RICA,5
5046,Eusebio Prieto y Ruiz,COSTA RICA,714842651,Stub,COSTA RICA,5
5047,René Picado Michalski,COSTA RICA,714842740,Stub,COSTA RICA,5
5048,Ricardo Toledo Carranza,COSTA RICA,714842754,Stub,COSTA RICA,5
5049,Percy Rodríguez,COSTA RICA,714842769,Stub,COSTA RICA,5
5050,José Carlos Sáenz Esquivel,COSTA RICA,714842852,Stub,COSTA RICA,5
5051,Tomás Enrique Soley Soler,COSTA RICA,714842948,Stub,COSTA RICA,5
5052,Roberto Tovar Faja,COSTA RICA,714842972,Stub,COSTA RICA,5
5053,Tranquilino de Bonilla y Herdocia,COSTA RICA,714842989,Stub,COSTA RICA,5
5054,Gerardo Trejos Salas,COSTA RICA,714843010,Stub,COSTA RICA,5
5055,Juan José Ulloa Solares,COSTA RICA,714843033,Stub,COSTA RICA,5
5056,Santos Velázquez y Tinoco,COSTA RICA,714843056,Stub,COSTA RICA,5
5057,Jorge Volio Jiménez,COSTA RICA,714843100,Start,COSTA RICA,5
5058,Julián Volio Llorente,COSTA RICA,714843116,Stub,COSTA RICA,5
5059,Francisco María Iglesias Llorente,COSTA RICA,717821123,Stub,COSTA RICA,5
5060,Óscar López (politician),COSTA RICA,719078120,Stub,COSTA RICA,5
5061,Olivier Pérez González,COSTA RICA,724328535,Stub,COSTA RICA,5
5062,Sonia Marta Mora Escalante,COSTA RICA,724408103,Stub,COSTA RICA,5
5063,Germán Serrano Pinto,COSTA RICA,724632104,Stub,COSTA RICA,5
5064,Miguel de Bonilla y Laya-Bolívar,COSTA RICA,725855691,Start,COSTA RICA,5
5065,Kevin Casas Zamora,COSTA RICA,726228430,Start,COSTA RICA,5
5066,Olga Marta Sánchez Oviedo,COSTA RICA,726274324,Stub,COSTA RICA,5
5067,Marcela Guerrero Campos,COSTA RICA,726274433,Stub,COSTA RICA,5
5068,Nidia María Jiménez Vásquez,COSTA RICA,726274540,Stub,COSTA RICA,5
5069,Laura María Garro Sánchez,COSTA RICA,726275029,Start,COSTA RICA,5
5070,Máximo Fernández Alvarado,COSTA RICA,728723046,Stub,COSTA RICA,5
5071,José María Montealegre,COSTA RICA,729822489,Stub,COSTA RICA,5
5072,Ascensión Esquivel Ibarra,COSTA RICA,730789490,Stub,COSTA RICA,5
5073,Ricardo Castro Beeche,COSTA RICA,730799334,Stub,COSTA RICA,5
5074,Florencio del Castillo,COSTA RICA,734344899,Start,COSTA RICA,5
5075,Andrés Venegas García,COSTA RICA,737612557,Stub,COSTA RICA,5
5076,Rodrigo Alberto Carazo Zeledón,COSTA RICA,738879179,Stub,COSTA RICA,5
5077,Alfio Piva,COSTA RICA,739159758,Stub,COSTA RICA,5
5078,Luis Liberman,COSTA RICA,739159948,Stub,COSTA RICA,5
5079,Juan de los Santos Madriz y Cervantes,COSTA RICA,740120212,Stub,COSTA RICA,5
5080,Rafael Francisco Osejo,COSTA RICA,743024451,Start,COSTA RICA,5
5081,Rafael Calderón Muñoz,COSTA RICA,744108635,Start,COSTA RICA,5
5082,Fernando Volio Jiménez,COSTA RICA,746882155,Stub,COSTA RICA,5
5083,Tobías Zúñiga Castro,COSTA RICA,748916934,Stub,COSTA RICA,5
5084,María Teresa Obregón Zamora,COSTA RICA,749906649,C,COSTA RICA,5
5085,Luis Fishman Zonzinski,COSTA RICA,749929624,Stub,COSTA RICA,5
5086,Alejandro Alvarado García,COSTA RICA,751088851,Stub,COSTA RICA,5
5087,José Antonio Pinto Castro,COSTA RICA,751089029,Stub,COSTA RICA,5
5088,Rafael Ramírez Hidalgo,COSTA RICA,751089166,Stub,COSTA RICA,5
5089,Isaac Felipe Azofeifa,COSTA RICA,755824969,Start,COSTA RICA,5
5090,Manuel María de Peralta y Alfaro,COSTA RICA,756178963,Start,COSTA RICA,5
5091,Gloria Valerín Rodríguez,COSTA RICA,757562899,Start,COSTA RICA,5
5092,María Elena Carballo,COSTA RICA,757615563,Stub,COSTA RICA,5
5093,Maureen Clarke,COSTA RICA,757615594,Stub,COSTA RICA,5
5094,Francisco Aguilar Barquero,COSTA RICA,765119053,Stub,COSTA RICA,5
5095,José Pablo Quirós Quirós,COSTA RICA,765720521,Stub,COSTA RICA,5
5096,Vicente Herrera Zeledón,COSTA RICA,768846582,Stub,COSTA RICA,5
5097,Lorena Clare Facio,COSTA RICA,769195795,Stub,COSTA RICA,5
5098,Karen Olsen Beck,COSTA RICA,769196442,Start,COSTA RICA,5
5099,Pacífica Fernández,COSTA RICA,769196709,Stub,COSTA RICA,5
5100,Benito Serrano Jiménez,COSTA RICA,770305294,Stub,COSTA RICA,5
5101,Justo Orozco,COSTA RICA,771076619,Start,COSTA RICA,5
5102,Gerardo Guzmán Quirós,COSTA RICA,772603623,Stub,COSTA RICA,5
5103,Marjorie Elliott Sypher,COSTA RICA,773382727,Stub,COSTA RICA,5
5104,Mauro Fernández Acuña,COSTA RICA,773443662,Start,COSTA RICA,5
5105,Rolando Araya Monge,COSTA RICA,776606351,Start,COSTA RICA,5
5106,Carmen Muñoz,COSTA RICA,777980943,Start,COSTA RICA,5
5107,Estrella Zeledón Lizano,COSTA RICA,779028823,Stub,COSTA RICA,5
5108,Estela Quesada,COSTA RICA,779368904,Start,COSTA RICA,5
5109,Nazario Toledo,COSTA RICA,780183680,Stub,COSTA RICA,5
5110,Gloria Bejarano Almada,COSTA RICA,781366778,Start,COSTA RICA,5
5111,Tomás Guardia Gutiérrez,COSTA RICA,782840414,Stub,COSTA RICA,5
5112,Margarita Penón,COSTA RICA,783430480,Stub,COSTA RICA,5
5113,Ramón Jiménez y Robredo,COSTA RICA,786267699,Stub,COSTA RICA,5
5114,Joaquín Gutiérrez,COSTA RICA,786272274,C,COSTA RICA,5
5115,Laura Chinchilla,COSTA RICA,787802906,C,COSTA RICA,5
5116,Jorge Urbina,COSTA RICA,788006995,Start,COSTA RICA,5
5117,Marco Vinicio Vargas Pereira,COSTA RICA,788015450,Stub,COSTA RICA,5
5118,Nazareth Avendaño Incera,COSTA RICA,788020306,Start,COSTA RICA,5
5119,Rebeca Grynspan,COSTA RICA,788028940,Start,COSTA RICA,5
5120,Alberto Salom Echeverría,COSTA RICA,788216895,Start,COSTA RICA,5
5121,Ana Rosa Chacón,COSTA RICA,788946441,C,COSTA RICA,5
5122,Juan Mora Fernández,COSTA RICA,789228288,Stub,COSTA RICA,5
5123,Epsy Campbell Barr,COSTA RICA,789547218,C,COSTA RICA,5
5124,Leda Zamora Chaves,COSTA RICA,789547247,Start,COSTA RICA,5
5125,List of Presidents of the Legislative Assembly of Costa Rica,COSTA RICA,789548138,Start,COSTA RICA,5
5126,List of mayors in Costa Rica,COSTA RICA,789548142,B,COSTA RICA,5
5127,Aquileo J. Echeverría,COSTA RICA,789584755,Start,COSTA RICA,5
5128,Rafael Ángel Calderón Fournier,COSTA RICA,791906045,C,COSTA RICA,5
5129,León Cortés Castro,COSTA RICA,791906342,Stub,COSTA RICA,5
5130,Carmen Lyra,COSTA RICA,793195192,C,COSTA RICA,5
5131,Jesús Jiménez Zamora,COSTA RICA,795477814,Stub,COSTA RICA,5
5132,Manuel Antonio Barrantes Rodríguez,COSTA RICA,795957103,Stub,COSTA RICA,5
5133,Christiana Figueres,COSTA RICA,798371628,B,COSTA RICA,5
5134,Carmen Naranjo,COSTA RICA,798489524,Start,COSTA RICA,5
5135,Marlene Madrigal Flores,COSTA RICA,798609515,Start,COSTA RICA,5
5136,List of Deputies of Costa Rica,COSTA RICA,799059828,Start,COSTA RICA,5
5137,Daniel Oduber Quirós,COSTA RICA,800362257,Start,COSTA RICA,5
5138,Doris Yankelewitz Berger,COSTA RICA,800367054,C,COSTA RICA,5
5139,Elizabeth Fonseca Corrales,COSTA RICA,801414560,Start,COSTA RICA,5
5140,Elizabeth Odio Benito,COSTA RICA,801424190,C,COSTA RICA,5
5141,Emilia Molina Cruz,COSTA RICA,803706453,Stub,COSTA RICA,5
5142,Otilio Ulate Blanco,COSTA RICA,804495166,Start,COSTA RICA,5
5143,José Miguel Corrales Bolaños,COSTA RICA,804495504,Stub,COSTA RICA,5
5144,List of Costa Rican politicians,COSTA RICA,806497540,Start,COSTA RICA,5
5145,Sonia Picado Sotela,COSTA RICA,807219425,Start,COSTA RICA,5
5146,Robert Douglas Cook,CANADA,401577829,Stub,CANADA,37.2
5147,Template:Nunavut-politician-stub,CANADA,450168181,Stub,CANADA,37.2
5148,List of Canadian incumbents by year,CANADA,477962574,Stub,CANADA,37.2
5149,Template:Canada-politician-stub,CANADA,561075472,Stub,CANADA,37.2
5150,List of 2009 Canadian incumbents,CANADA,632008524,Start,CANADA,37.2
5151,Rossy Barbour,CANADA,653527941,Stub,CANADA,37.2
5152,Les Scheininger,CANADA,667821864,C,CANADA,37.2
5153,Patrick Canning,CANADA,667873261,Start,CANADA,37.2
5154,Gerald Hill (politician),CANADA,670917017,Stub,CANADA,37.2
5155,John R. O'Dea,CANADA,670971940,Stub,CANADA,37.2
5156,Samuel J. Hefferton,CANADA,671122320,Start,CANADA,37.2
5157,Alexander Dunphy,CANADA,676610041,Stub,CANADA,37.2
5158,Gordon Dawe,CANADA,676612108,Stub,CANADA,37.2
5159,Paul Thoms,CANADA,676732644,Stub,CANADA,37.2
5160,Frederick B. Rowe,CANADA,676734572,Stub,CANADA,37.2
5161,Allan Evans (politician),CANADA,676782180,Stub,CANADA,37.2
5162,Luke Woodrow,CANADA,676947124,Stub,CANADA,37.2
5163,William G. Patterson,CANADA,677094551,Stub,CANADA,37.2
5164,Freeman White (politician),CANADA,677724847,Stub,CANADA,37.2
5165,William J. MacNeil,CANADA,677769770,Stub,CANADA,37.2
5166,John Collins (Canadian politician),CANADA,679623758,Stub,CANADA,37.2
5167,Barry Hynes,CANADA,680618797,Stub,CANADA,37.2
5168,Brendan Howard,CANADA,684050793,Stub,CANADA,37.2
5169,Wilson Callan,CANADA,684903534,Stub,CANADA,37.2
5170,Rod Moores,CANADA,684903869,Stub,CANADA,37.2
5171,List of 2010 Canadian incumbents,CANADA,688697227,Start,CANADA,37.2
5172,Harold Collins (Canadian politician),CANADA,690205437,Stub,CANADA,37.2
5173,Speaker of the Legislative Assembly of the Province of Canada,CANADA,691747234,Stub,CANADA,37.2
5174,"Rhinoceros Party of Canada candidates, 1980 Canadian federal election",CANADA,698077739,Stub,CANADA,37.2
5175,David John Rankin,CANADA,703226576,Stub,CANADA,37.2
5176,Robert Melville Smith,CANADA,704136762,Stub,CANADA,37.2
5177,Myra Freeman,CANADA,704516768,Start,CANADA,37.2
5178,Evelyn Shannon,CANADA,705247791,Stub,CANADA,37.2
5179,George Little (Manitoba politician),CANADA,705386024,Stub,CANADA,37.2
5180,Michael Rojeski,CANADA,705436088,Stub,CANADA,37.2
5181,Gudmundur Fjelsted,CANADA,705539849,Stub,CANADA,37.2
5182,Samuel Fletcher,CANADA,705547266,Stub,CANADA,37.2
5183,John Crane (Canadian politician),CANADA,706430270,Stub,CANADA,37.2
5184,Milton Peach,CANADA,706597779,Stub,CANADA,37.2
5185,Claude Sheppard,CANADA,706758502,Stub,CANADA,37.2
5186,Don Hollett,CANADA,706934829,Stub,CANADA,37.2
5187,Art Reid,CANADA,706942745,Stub,CANADA,37.2
5188,David Secord,CANADA,707172907,Stub,CANADA,37.2
5189,Wally Firth,CANADA,707297623,Stub,CANADA,37.2
5190,William R. Smallwood,CANADA,707632311,Stub,CANADA,37.2
5191,C. Maxwell Lane,CANADA,707684781,Stub,CANADA,37.2
5192,Charles Poulin,CANADA,708179175,Stub,CANADA,37.2
5193,Pierre-Luc Paquette,CANADA,708813010,Stub,CANADA,37.2
5194,Francis Badgley (merchant),CANADA,708885126,Stub,CANADA,37.2
5195,Michel Sikyea,CANADA,708967094,Start,CANADA,37.2
5196,List of 2003 Canadian incumbents,CANADA,709329316,Start,CANADA,37.2
5197,List of 2004 Canadian incumbents,CANADA,709329425,Start,CANADA,37.2
5198,List of 2002 Canadian incumbents,CANADA,709407679,Start,CANADA,37.2
5199,List of 2001 Canadian incumbents,CANADA,709407789,Start,CANADA,37.2
5200,List of 2000 Canadian incumbents,CANADA,709408821,Start,CANADA,37.2
5201,List of 1999 Canadian incumbents,CANADA,709408830,Start,CANADA,37.2
5202,List of 1998 Canadian incumbents,CANADA,709408965,Start,CANADA,37.2
5203,Sonnee Cohen,CANADA,709455764,Start,CANADA,37.2
5204,List of 1997 Canadian incumbents,CANADA,709491780,Start,CANADA,37.2
5205,List of 1996 Canadian incumbents,CANADA,709492005,Start,CANADA,37.2
5206,List of 1995 Canadian incumbents,CANADA,709492007,Start,CANADA,37.2
5207,List of 1994 Canadian incumbents,CANADA,709492025,Start,CANADA,37.2
5208,List of 1992 Canadian incumbents,CANADA,709492105,Start,CANADA,37.2
5209,List of 1991 Canadian incumbents,CANADA,709492467,Start,CANADA,37.2
5210,List of 1990 Canadian incumbents,CANADA,709492558,Start,CANADA,37.2
5211,List of 2005 Canadian incumbents,CANADA,709519440,Start,CANADA,37.2
5212,Cyril Keeper,CANADA,710575028,C,CANADA,37.2
5213,Adam Aptowitzer,CANADA,710619647,Stub,CANADA,37.2
5214,Yvon Picotte,CANADA,710753764,Start,CANADA,37.2
5215,James Atebe,CANADA,711104781,Stub,CANADA,37.2
5216,List of 2007 Canadian incumbents,CANADA,711603471,Start,CANADA,37.2
5217,Thomas Barnaby,CANADA,712417981,Stub,CANADA,37.2
5218,Mark Evaloarjuk,CANADA,712579431,Start,CANADA,37.2
5219,Jacques Bizard,CANADA,712601441,Stub,CANADA,37.2
5220,Lawrence Martin (musician),CANADA,712973728,C,CANADA,37.2
5221,Denis Viger,CANADA,713249389,Stub,CANADA,37.2
5222,Aidan Maloney,CANADA,713981300,Stub,CANADA,37.2
5223,Grafton Njootli,CANADA,714172218,Stub,CANADA,37.2
5224,William Albert Boucher,CANADA,714722019,Start,CANADA,37.2
5225,Marvin Gelber,CANADA,715055224,Stub,CANADA,37.2
5226,Robert Robertson (politician),CANADA,715359989,Stub,CANADA,37.2
5227,James H. Stuart,CANADA,715457941,Stub,CANADA,37.2
5228,Maxime Lépine,CANADA,716489196,Stub,CANADA,37.2
5229,Ambroise-Dydime Lépine,CANADA,716690197,Stub,CANADA,37.2
5230,W. Garfield Case,CANADA,716908156,C,CANADA,37.2
5231,Guy Williams (politician),CANADA,716924009,Stub,CANADA,37.2
5232,May Birchard,CANADA,716960979,Start,CANADA,37.2
5233,William Todd (1803–1873),CANADA,717061600,Stub,CANADA,37.2
5234,Albert Planta,CANADA,717154850,Stub,CANADA,37.2
5235,Jacques Viger (Member of the Assembly),CANADA,717397656,Stub,CANADA,37.2
5236,Alexander Kennedy Isbister,CANADA,717547859,Stub,CANADA,37.2
5237,Stuart Lyon Smith,CANADA,717897492,Start,CANADA,37.2
5238,Michel Bénard,CANADA,718265809,Stub,CANADA,37.2
5239,Maurice Laframboise,CANADA,718852428,Start,CANADA,37.2
5240,James Isbister,CANADA,719597828,Start,CANADA,37.2
5241,Jean-Charles Chapais,CANADA,719598088,Start,CANADA,37.2
5242,List of 1993 Canadian incumbents,CANADA,720131548,Start,CANADA,37.2
5243,List of 1989 Canadian incumbents,CANADA,720131554,Start,CANADA,37.2
5244,List of 1988 Canadian incumbents,CANADA,720131559,Start,CANADA,37.2
5245,List of 2008 Canadian incumbents,CANADA,720133136,Start,CANADA,37.2
5246,John Judah Glass,CANADA,720256444,Start,CANADA,37.2
5247,List of 1867 Canadian incumbents,CANADA,721006116,Stub,CANADA,37.2
5248,Lazarus Phillips,CANADA,721093245,Start,CANADA,37.2
5249,Samuel Hume Blake,CANADA,721792566,Stub,CANADA,37.2
5250,Gilles Houde,CANADA,722043055,Stub,CANADA,37.2
5251,Brenda Paris,CANADA,723148572,C,CANADA,37.2
5252,Henry Judah,CANADA,723249393,Stub,CANADA,37.2
5253,Rupert Bartlett,CANADA,723252411,Stub,CANADA,37.2
5254,Peter Bercovitch,CANADA,723253555,Start,CANADA,37.2
5255,Maurice Hartt,CANADA,723253656,Start,CANADA,37.2
5256,Jerome Dinn,CANADA,723271862,Stub,CANADA,37.2
5257,René Matteau,CANADA,723308478,Stub,CANADA,37.2
5258,Tom Hickey (politician),CANADA,723348093,Start,CANADA,37.2
5259,Myles Murray,CANADA,723377038,Stub,CANADA,37.2
5260,Frederick Langdon Hubbard,CANADA,723694660,Stub,CANADA,37.2
5261,David J. Reimer,CANADA,724052271,Start,CANADA,37.2
5262,Stephen Wallace (public servant),CANADA,724068863,Stub,CANADA,37.2
5263,Harry Blank,CANADA,724678615,Start,CANADA,37.2
5264,Hubert Kitchen,CANADA,725395350,Stub,CANADA,37.2
5265,Uriah Strickland,CANADA,725401345,Stub,CANADA,37.2
5266,Aubrey Gover,CANADA,725401404,Stub,CANADA,37.2
5267,Alec Moores,CANADA,725403647,Stub,CANADA,37.2
5268,Eugene Hiscock,CANADA,725404809,Stub,CANADA,37.2
5269,H.R.V. Earle,CANADA,725409378,Stub,CANADA,37.2
5270,Glenn Tobin,CANADA,725417107,Stub,CANADA,37.2
5271,W. George Cross,CANADA,726662002,Stub,CANADA,37.2
5272,François Beaulieu II,CANADA,728457018,C,CANADA,37.2
5273,Alexander Macdonell of Greenfield,CANADA,729104207,Stub,CANADA,37.2
5274,Steve Owens (politician),CANADA,729767652,Start,CANADA,37.2
5275,Howard McCurdy,CANADA,730002481,Start,CANADA,37.2
5276,Jeremy Akerman,CANADA,730706462,C,CANADA,37.2
5277,Office-holders of Canada,CANADA,730830430,Start,CANADA,37.2
5278,Louis Singer,CANADA,733451024,Start,CANADA,37.2
5279,Edward Whelan (Canadian politician),CANADA,734484063,Start,CANADA,37.2
5280,Wilfred McDonald,CANADA,734799659,Start,CANADA,37.2
5281,Kevin Parsons Sr.,CANADA,735721150,Stub,CANADA,37.2
5282,Hugh Twomey,CANADA,735809835,Start,CANADA,37.2
5283,Alexander Grant Dallas,CANADA,736826045,Stub,CANADA,37.2
5284,John L. Brown (Ontario politician),CANADA,737118230,Stub,CANADA,37.2
5285,Jean Baptiste Wilkie,CANADA,738242188,Start,CANADA,37.2
5286,Stanley Hall (politician),CANADA,738943928,Stub,CANADA,37.2
5287,Samuel Genest,CANADA,739134923,Start,CANADA,37.2
5288,David Berger (Canadian politician),CANADA,740276158,Start,CANADA,37.2
5289,David Rotenberg,CANADA,740276869,C,CANADA,37.2
5290,Aubrey Senior,CANADA,740441527,Stub,CANADA,37.2
5291,Neil Fraser (civil servant),CANADA,740482412,Stub,CANADA,37.2
