,page,country,rev_id,prediction,Geography,population
33683,Ernest Boulanger (politician),FRANCE,721859244,Stub,FRANCE,65.1
33684,Mathieu Damours,FRANCE,721944163,Stub,FRANCE,65.1
33685,Louis-Claude Danré de Blanzy,FRANCE,721944181,Stub,FRANCE,65.1
33686,Jean Germain (politician),FRANCE,722043558,Stub,FRANCE,65.1
33687,Francis de Pressensé,FRANCE,722319362,Start,FRANCE,65.1
33688,Arthur Richards (French politician),FRANCE,722404670,Stub,FRANCE,65.1
33689,François-Isidore de Ricard,FRANCE,722648243,Stub,FRANCE,65.1
33690,François Auguste de Thou,FRANCE,722725032,Stub,FRANCE,65.1
33691,"Jean-Pierre Casimir de Marcassus, Baron de Puymaurin",FRANCE,722959223,Start,FRANCE,65.1
33692,Maurice Gabolde,FRANCE,722984083,Stub,FRANCE,65.1
33693,Maxence Bibié,FRANCE,723076361,Stub,FRANCE,65.1
33694,Gabriel Abbo,FRANCE,723078582,Stub,FRANCE,65.1
33695,Henri Fiori,FRANCE,723078610,Stub,FRANCE,65.1
33696,Émile Broussais,FRANCE,723085701,Stub,FRANCE,65.1
33697,Stanislas Devaud,FRANCE,723087060,Stub,FRANCE,65.1
33698,Paul Saurin,FRANCE,723087355,Stub,FRANCE,65.1
33699,Eugène Lefebvre (politician),FRANCE,723087458,Stub,FRANCE,65.1
33700,André Mallarmé,FRANCE,723088352,Stub,FRANCE,65.1
33701,Michel Parès,FRANCE,723088385,Stub,FRANCE,65.1
33702,Pierre Baragnon,FRANCE,723114590,Stub,FRANCE,65.1
33703,Louis Laget,FRANCE,723114911,Stub,FRANCE,65.1
33704,Théophile Nicolas Noblot,FRANCE,723119512,Stub,FRANCE,65.1
33705,Louis Bazire,FRANCE,723120573,Stub,FRANCE,65.1
33706,Émile Beaussire,FRANCE,723120677,Stub,FRANCE,65.1
33707,Eugène Genet,FRANCE,723127574,Stub,FRANCE,65.1
33708,Alphonse Gourd,FRANCE,723128122,Stub,FRANCE,65.1
33709,Paul Cazeneuve,FRANCE,723128201,Stub,FRANCE,65.1
33710,René-Gaston Baco de la Chapelle,FRANCE,723159727,Stub,FRANCE,65.1
33711,Jacques Bialski,FRANCE,723242935,Stub,FRANCE,65.1
33712,Émile-Jules Dubois,FRANCE,723321237,Start,FRANCE,65.1
33713,Jean-Pierre Dannaud,FRANCE,723421182,Start,FRANCE,65.1
33714,Charles de Larcy,FRANCE,723691493,Stub,FRANCE,65.1
33715,Nicolas Alfonsi,FRANCE,723761704,Stub,FRANCE,65.1
33716,Jules-François-Paul Fauris de Saint-Vincens,FRANCE,723921299,Start,FRANCE,65.1
33717,Louis Olivier Bourbeau,FRANCE,723951795,Start,FRANCE,65.1
33718,Adolphe Billault,FRANCE,723957084,Start,FRANCE,65.1
33719,Charlemagne de Maupas,FRANCE,723959075,C,FRANCE,65.1
33720,Ernest de Royer,FRANCE,723964341,Start,FRANCE,65.1
33721,Ernest Pinard,FRANCE,723969747,C,FRANCE,65.1
33722,Théobald de Lacrosse,FRANCE,723974320,Start,FRANCE,65.1
33723,Antoine Blondel,FRANCE,723980546,Stub,FRANCE,65.1
33724,Hervé Mangon,FRANCE,724005677,Stub,FRANCE,65.1
33725,Claude Verpilleux,FRANCE,724083051,C,FRANCE,65.1
33726,Coralie Grévy,FRANCE,724175377,Stub,FRANCE,65.1
33727,Michel Dagbert,FRANCE,724200161,Stub,FRANCE,65.1
33728,Pierre Cary,FRANCE,724230407,Stub,FRANCE,65.1
33729,Nicolas Henri Carteret,FRANCE,724231597,Start,FRANCE,65.1
33730,Alphonse Arzel,FRANCE,724761099,Stub,FRANCE,65.1
33731,Edmond Canaple,FRANCE,724854353,Stub,FRANCE,65.1
33732,Pierre Roux-Freissineng,FRANCE,724900868,Stub,FRANCE,65.1
33733,Maurice Dormann,FRANCE,724933315,Start,FRANCE,65.1
33734,Guy Ravier,FRANCE,725614956,Stub,FRANCE,65.1
33735,Gustave Ravier,FRANCE,725615096,Stub,FRANCE,65.1
33736,Yann Piat,FRANCE,725643554,Start,FRANCE,65.1
33737,Maurice d'Hartoy,FRANCE,726179583,Stub,FRANCE,65.1
33738,Édouard Dunglas,FRANCE,726618715,C,FRANCE,65.1
33739,Max Hymans,FRANCE,726649027,Stub,FRANCE,65.1
33740,Charles Gaspard Élisabeth Joseph de Bailly,FRANCE,726692285,Start,FRANCE,65.1
33741,Louis Marie de Milet de Mureau,FRANCE,726746779,Stub,FRANCE,65.1
33742,Nicolas Prosper Bauyn d'Angervilliers,FRANCE,726807501,Stub,FRANCE,65.1
33743,Charles Cassal,FRANCE,727476584,Stub,FRANCE,65.1
33744,Jean-Baptiste Duvergier,FRANCE,727613381,C,FRANCE,65.1
33745,Ulysse Trélat (politician),FRANCE,727830209,Start,FRANCE,65.1
33746,Guillaume-Isidore Baron de Montbel,FRANCE,728155579,C,FRANCE,65.1
33747,Auguste-Nicolas Vaillant,FRANCE,728477569,B,FRANCE,65.1
33748,Antoine Richard du Cantal,FRANCE,728508319,C,FRANCE,65.1
33749,Louis Joxe,FRANCE,728526228,Start,FRANCE,65.1
33750,"Joseph Balthazard, Comte Siméon",FRANCE,728860324,Stub,FRANCE,65.1
33751,Maurice Grimaud,FRANCE,729225235,Start,FRANCE,65.1
33752,Édouard Ferrand,FRANCE,729814055,Stub,FRANCE,65.1
33753,Jean Adrien Bigonnet,FRANCE,729998060,Stub,FRANCE,65.1
33754,Nicolas Dondeau,FRANCE,730220294,C,FRANCE,65.1
33755,Jean Valz,FRANCE,730304189,Stub,FRANCE,65.1
33756,Louis Grégoire Deschamps Destournelles,FRANCE,731031647,C,FRANCE,65.1
33757,Marie Jean François Philibert Lecarlier d'Ardon,FRANCE,731032174,Start,FRANCE,65.1
33758,Jean-Marie Girault,FRANCE,731115379,Stub,FRANCE,65.1
33759,François Duval (politician),FRANCE,731529778,Stub,FRANCE,65.1
33760,"Louis Phélypeaux, marquis de La Vrillière",FRANCE,731623211,Stub,FRANCE,65.1
33761,Antoine Bertier,FRANCE,731756832,Start,FRANCE,65.1
33762,Pierre Fauchon,FRANCE,731931234,Stub,FRANCE,65.1
33763,Lionel Beffre,FRANCE,732238787,Stub,FRANCE,65.1
33764,Martin Nadaud,FRANCE,733372555,Stub,FRANCE,65.1
33765,Céleste Bulkeley,FRANCE,733769479,Stub,FRANCE,65.1
33766,Philippe Loiseau,FRANCE,733897420,Stub,FRANCE,65.1
33767,Napoléon Joseph Ney,FRANCE,734221994,Stub,FRANCE,65.1
33768,Claude Alphonse Delangle,FRANCE,734367676,Stub,FRANCE,65.1
33769,Gustave Hervé,FRANCE,734692582,Start,FRANCE,65.1
33770,Louis de Frotté,FRANCE,734899773,Start,FRANCE,65.1
33771,Jean Poldo d'Albenas,FRANCE,735045160,Stub,FRANCE,65.1
33772,Pierre-Anselm Garrau,FRANCE,736023539,Stub,FRANCE,65.1
33773,Édouard André (art collector),FRANCE,736853214,Start,FRANCE,65.1
33774,Marc Caussidière,FRANCE,737195725,Start,FRANCE,65.1
33775,Édouard Aynard,FRANCE,737238104,Stub,FRANCE,65.1
33776,Paul de Rémusat,FRANCE,737500146,Stub,FRANCE,65.1
33777,Philippe Darniche,FRANCE,737540446,Stub,FRANCE,65.1
33778,Marcel Deneux,FRANCE,737541003,Stub,FRANCE,65.1
33779,Guy Fischer,FRANCE,737541709,Stub,FRANCE,65.1
33780,Christian Gaudin (politician),FRANCE,737542179,Stub,FRANCE,65.1
33781,Jacques Mahéas,FRANCE,737544934,Stub,FRANCE,65.1
33782,Robert Tropéano,FRANCE,737550086,Stub,FRANCE,65.1
33783,"Marc de Beauvau, Prince of Craon",FRANCE,737789017,Start,FRANCE,65.1
33784,Gérard Le Cam,FRANCE,737896911,Stub,FRANCE,65.1
33785,Ivan Renar,FRANCE,737962950,Stub,FRANCE,65.1
33786,Léon Lalanne,FRANCE,738018001,C,FRANCE,65.1
33787,Alexandre Glais-Bizoin,FRANCE,738189363,Start,FRANCE,65.1
33788,Édouard Barbey,FRANCE,738581175,Stub,FRANCE,65.1
33789,William Bertrand,FRANCE,738863288,Stub,FRANCE,65.1
33790,François-Gabriel D'Angeac,FRANCE,738986838,C,FRANCE,65.1
33791,Valérie Dupont,FRANCE,739115995,Stub,FRANCE,65.1
33792,Henry Dorgères,FRANCE,739142369,Stub,FRANCE,65.1
33793,Jacqueline Guerroudj,FRANCE,739680808,Stub,FRANCE,65.1
33794,Jacques-Alexis Thuriot de la Rosière,FRANCE,739889544,Start,FRANCE,65.1
33795,François-Pierre Blin,FRANCE,740001715,Stub,FRANCE,65.1
33796,Étienne-Laurent-Pierre Burnel,FRANCE,740023127,Start,FRANCE,65.1
33797,Fernand David,FRANCE,740426994,Stub,FRANCE,65.1
33798,André Berthelot,FRANCE,740875363,Stub,FRANCE,65.1
33799,Nicolas du Bosc,FRANCE,740928772,Start,FRANCE,65.1
33800,Adolphe Deitte,FRANCE,741344926,Stub,FRANCE,65.1
33801,Étienne de La Grange,FRANCE,741663193,Stub,FRANCE,65.1
33802,René Hérault,FRANCE,742028684,B,FRANCE,65.1
33803,Hervé de Lyrot,FRANCE,742160134,Start,FRANCE,65.1
33804,Pierre-Jean-Baptiste Chaussard,FRANCE,742760793,Start,FRANCE,65.1
33805,Agosti Xaho,FRANCE,742766308,Stub,FRANCE,65.1
33806,Yves Guéna,FRANCE,743373256,Stub,FRANCE,65.1
33807,Jean Laurain,FRANCE,743803661,Stub,FRANCE,65.1
33808,Pierre Louis Alfred Duprat,FRANCE,744164351,Stub,FRANCE,65.1
33809,Paul Cotte,FRANCE,744187029,Stub,FRANCE,65.1
33810,André Henry,FRANCE,744265969,Stub,FRANCE,65.1
33811,Amable de Courtais,FRANCE,744347500,Start,FRANCE,65.1
33812,Raoul Dautry,FRANCE,744510732,Start,FRANCE,65.1
33813,Jean-Baptiste Mailhe,FRANCE,744855562,Start,FRANCE,65.1
33814,Jean Antoine Ernest Constans,FRANCE,745259166,Start,FRANCE,65.1
33815,Émile Driant,FRANCE,745305152,C,FRANCE,65.1
33816,Guillaume André d'Hébert,FRANCE,745613094,Stub,FRANCE,65.1
33817,Guillaume IV de Melun,FRANCE,745613107,Stub,FRANCE,65.1
33818,Joseph Pascal François,FRANCE,745636114,Stub,FRANCE,65.1
33819,Gérard Bougrier,FRANCE,745726050,Start,FRANCE,65.1
33820,Lucien Neuwirth,FRANCE,745745124,Stub,FRANCE,65.1
33821,Philema Lemaire,FRANCE,745775905,Stub,FRANCE,65.1
33822,Jacques Camille Paris,FRANCE,746047547,Stub,FRANCE,65.1
33823,Léon Labbé,FRANCE,746094293,Start,FRANCE,65.1
33824,Georges Frêche,FRANCE,746272784,C,FRANCE,65.1
33825,Ferdinand-Camille Dreyfus,FRANCE,746381671,Start,FRANCE,65.1
33826,François-Xavier Audouin,FRANCE,746381811,Stub,FRANCE,65.1
33827,Louis de Carné,FRANCE,746399221,Start,FRANCE,65.1
33828,"Pierre Antoine Noël Bruno, comte Daru",FRANCE,746399931,Start,FRANCE,65.1
33829,Jean-Jacques Baude,FRANCE,746568646,C,FRANCE,65.1
33830,Pierre Vallon,FRANCE,746593393,Stub,FRANCE,65.1
33831,Jean-Louis Schneiter,FRANCE,746619680,Stub,FRANCE,65.1
33832,Raymond Guyot,FRANCE,746714199,Stub,FRANCE,65.1
33833,Gaston Monmousseau,FRANCE,746890017,GA,FRANCE,65.1
33834,Jean-Baptiste Pastré,FRANCE,747255447,C,FRANCE,65.1
33835,Hippolyte Laroche,FRANCE,747518181,Start,FRANCE,65.1
33836,Hélène Casimir-Perier,FRANCE,747535793,Stub,FRANCE,65.1
33837,Jean-Claude Gayssot,FRANCE,747538626,Stub,FRANCE,65.1
33838,Michel Jeanjean,FRANCE,748109251,Stub,FRANCE,65.1
33839,Jean Auroux,FRANCE,748171232,Stub,FRANCE,65.1
33840,Head of the Minister of Defence's military cabinet,FRANCE,748314973,Stub,FRANCE,65.1
33841,Jacques Anne Joseph Le Prestre de Vauban,FRANCE,748465900,Start,FRANCE,65.1
33842,Achille Libéral Treilhard,FRANCE,748547759,Start,FRANCE,65.1
33843,François-Xavier de Peretti,FRANCE,748927474,Stub,FRANCE,65.1
33844,Xavier Darcos,FRANCE,749085029,Start,FRANCE,65.1
33845,François Martin (Pondicherry),FRANCE,749087123,Stub,FRANCE,65.1
33846,Philippe Vasseur,FRANCE,749243463,Stub,FRANCE,65.1
33847,Gaspard de Chabrol,FRANCE,749382301,Start,FRANCE,65.1
33848,Éric Faurot,FRANCE,749389032,Stub,FRANCE,65.1
33849,Frédéric Cabrolier,FRANCE,749400142,Stub,FRANCE,65.1
33850,Bruno Subtil,FRANCE,749546552,Stub,FRANCE,65.1
33851,Jacques Colombier,FRANCE,749556029,Stub,FRANCE,65.1
33852,Thierry Gourlot,FRANCE,749699147,Stub,FRANCE,65.1
33853,Jean-Marc de Lacoste-Lareymondie,FRANCE,749705073,Stub,FRANCE,65.1
33854,Maurice Vaussard,FRANCE,749960466,Start,FRANCE,65.1
33855,Éric Bocquet,FRANCE,750112385,Start,FRANCE,65.1
33856,Charles de Viel-Castel,FRANCE,750541084,Start,FRANCE,65.1
33857,Henri-Auguste Lozé,FRANCE,750747955,Start,FRANCE,65.1
33858,Claude Gewerc,FRANCE,751491626,Stub,FRANCE,65.1
33859,Joseph Noulens,FRANCE,751823443,Start,FRANCE,65.1
33860,Albert Ollivier,FRANCE,751847003,Stub,FRANCE,65.1
33861,Georges Cochery,FRANCE,752241890,Stub,FRANCE,65.1
33862,Louis Alix de Nompère de Champagny,FRANCE,752446514,Stub,FRANCE,65.1
33863,Edmond de Pressensé,FRANCE,753271950,Start,FRANCE,65.1
33864,Jean-Jacques Aillagon,FRANCE,753352855,Start,FRANCE,65.1
33865,Jeanne Millerand,FRANCE,753389878,Stub,FRANCE,65.1
33866,Jean Le Mercier,FRANCE,753571816,Start,FRANCE,65.1
33867,Ernest Denis,FRANCE,753632701,Stub,FRANCE,65.1
33868,Maurice Pic (politician),FRANCE,753642198,Stub,FRANCE,65.1
33869,"André Julien, Comte Dupuy",FRANCE,753702956,Stub,FRANCE,65.1
33870,Bruno Julliard,FRANCE,753903662,Start,FRANCE,65.1
33871,Pierre Marec,FRANCE,754476033,Start,FRANCE,65.1
33872,Ignace Caseneuve,FRANCE,754503255,B,FRANCE,65.1
33873,Armand Bouat,FRANCE,754772954,Stub,FRANCE,65.1
33874,Michèle Sabban,FRANCE,755334095,Start,FRANCE,65.1
33875,Louis-Étienne Héricart de Thury,FRANCE,755919920,Start,FRANCE,65.1
33876,Charles Ernest Beulé,FRANCE,756452039,Start,FRANCE,65.1
33877,Eugène Étienne,FRANCE,756482451,Start,FRANCE,65.1
33878,Camille Cabral,FRANCE,756626755,Stub,FRANCE,65.1
33879,Joseph Capus,FRANCE,756665050,C,FRANCE,65.1
33880,Jérôme Guedj,FRANCE,756681839,Stub,FRANCE,65.1
33881,"Charles Joseph, comte Bresson",FRANCE,756852334,Start,FRANCE,65.1
33882,Camille Ferdinand Dreyfus,FRANCE,756889637,C,FRANCE,65.1
33883,Thierry Santa,FRANCE,757262451,Stub,FRANCE,65.1
33884,Charles Fiterman,FRANCE,757315434,Stub,FRANCE,65.1
33885,Marthe Richard,FRANCE,757587274,Start,FRANCE,65.1
33886,Lionel de Moustier,FRANCE,758269405,C,FRANCE,65.1
33887,Victor Perret,FRANCE,758517528,C,FRANCE,65.1
33888,André Koechlin,FRANCE,759320582,Start,FRANCE,65.1
33889,Gilles de Robien,FRANCE,759430850,Start,FRANCE,65.1
33890,Victor Griffuelhes,FRANCE,759521346,Start,FRANCE,65.1
33891,Ernest Courtot de Cissey,FRANCE,760266412,Start,FRANCE,65.1
33892,Charles Duclerc,FRANCE,760268202,Start,FRANCE,65.1
33893,Ferdinand Sarrien,FRANCE,760270695,Stub,FRANCE,65.1
33894,Ernest Monis,FRANCE,760271095,Start,FRANCE,65.1
33895,Georges Leygues,FRANCE,760272292,Start,FRANCE,65.1
33896,"Louis Phélypeaux, comte de Saint-Florentin",FRANCE,760347913,Stub,FRANCE,65.1
33897,Louis-Étienne Ricard,FRANCE,760512672,Stub,FRANCE,65.1
33898,Eric Loiselet,FRANCE,760622550,Stub,FRANCE,65.1
33899,Ilham Moussaïd,FRANCE,761052363,Stub,FRANCE,65.1
33900,Robert Paul Marie de Guise,FRANCE,761513578,Stub,FRANCE,65.1
33901,Louis Thiroux de Crosne,FRANCE,761772004,Start,FRANCE,65.1
33902,Pierre-Suzanne-Augustin Cochin,FRANCE,761928876,Stub,FRANCE,65.1
33903,Georges Pézières,FRANCE,762093054,Stub,FRANCE,65.1
33904,Jacques Moreau,FRANCE,762227429,Stub,FRANCE,65.1
33905,Étienne Clémentel,FRANCE,762676170,Start,FRANCE,65.1
33906,Pierre Colliard,FRANCE,762676373,Stub,FRANCE,65.1
33907,Lucien Lamoureux (France),FRANCE,762680748,Stub,FRANCE,65.1
33908,Jérôme Galloni d'Istria,FRANCE,763076764,Stub,FRANCE,65.1
33909,Paul Jacquier,FRANCE,763167003,Stub,FRANCE,65.1
33910,Auguste Legros,FRANCE,763238484,Stub,FRANCE,65.1
33911,"Louis Phélypeaux, seigneur de La Vrillière",FRANCE,763493900,Stub,FRANCE,65.1
33912,Albert Métin,FRANCE,763630980,B,FRANCE,65.1
33913,Antoine de Sartine,FRANCE,763888727,B,FRANCE,65.1
33914,Benjamin Jaurès,FRANCE,763912961,Stub,FRANCE,65.1
33915,Eugène Goüin,FRANCE,764159683,Stub,FRANCE,65.1
33916,Charles Aimé de Royrand,FRANCE,764357129,GA,FRANCE,65.1
33917,Armand Berton (politician),FRANCE,764459234,Stub,FRANCE,65.1
33918,Pierre Philippe Doublet,FRANCE,764459301,Stub,FRANCE,65.1
33919,Jean-Louis Albitte,FRANCE,764459856,Stub,FRANCE,65.1
33920,Jean-Michel Dubois,FRANCE,764514475,Stub,FRANCE,65.1
33921,Hubert Derache,FRANCE,764642539,Start,FRANCE,65.1
33922,Louis Marie Joseph de Brigode,FRANCE,764694389,Stub,FRANCE,65.1
33923,Louis de Guiringaud,FRANCE,764695434,Stub,FRANCE,65.1
33924,Alexandre Florent,FRANCE,764853625,Stub,FRANCE,65.1
33925,César Trouin,FRANCE,764854573,Stub,FRANCE,65.1
33926,Denis Gavini,FRANCE,764855083,Stub,FRANCE,65.1
33927,Eugène Flotard,FRANCE,764855342,Stub,FRANCE,65.1
33928,Ferdinand Boyer,FRANCE,764855373,Stub,FRANCE,65.1
33929,Ferdinand Ducarre,FRANCE,764855379,Stub,FRANCE,65.1
33930,Félix Deschange,FRANCE,764855455,Stub,FRANCE,65.1
33931,Félix de Tarteron,FRANCE,764855459,Stub,FRANCE,65.1
33932,Henri Palix,FRANCE,764855703,Stub,FRANCE,65.1
33933,Jean-Baptiste Boffinton,FRANCE,764856074,Stub,FRANCE,65.1
33934,Jules Cuttoli,FRANCE,764856256,Stub,FRANCE,65.1
33935,Louis-Amédée Humbert,FRANCE,764856521,Stub,FRANCE,65.1
33936,Léon Deyron,FRANCE,764856579,Stub,FRANCE,65.1
33937,Marcel Vauthier,FRANCE,764856642,Stub,FRANCE,65.1
33938,Michel Jobert,FRANCE,764856880,Stub,FRANCE,65.1
33939,Prosper André,FRANCE,764857615,Stub,FRANCE,65.1
33940,Roger Catroux,FRANCE,764857786,Stub,FRANCE,65.1
33941,Serge Godard,FRANCE,764857959,Stub,FRANCE,65.1
33942,Édouard Bamberger,FRANCE,764858868,Stub,FRANCE,65.1
33943,Max Régis,FRANCE,764862074,B,FRANCE,65.1
33944,Patrick Leclercq,FRANCE,764880432,Start,FRANCE,65.1
33945,Claude Petit,FRANCE,765054090,Stub,FRANCE,65.1
33946,Gabriel Guist'hau,FRANCE,765122073,Stub,FRANCE,65.1
33947,Bureau de La Rivière,FRANCE,765185644,Start,FRANCE,65.1
33948,Henri Martin (winemaker),FRANCE,765771488,Start,FRANCE,65.1
33949,Hubert Védrine,FRANCE,765779276,Stub,FRANCE,65.1
33950,Jean Auguste Berthaut,FRANCE,765899018,Stub,FRANCE,65.1
33951,Jean-Louis Borel,FRANCE,765899569,Stub,FRANCE,65.1
33952,Lucien Millevoye,FRANCE,765945253,Start,FRANCE,65.1
33953,Robert Marjolin,FRANCE,766110226,Start,FRANCE,65.1
33954,Léon Abrami,FRANCE,766260707,Stub,FRANCE,65.1
33955,Thierry Foucaud,FRANCE,767224427,Stub,FRANCE,65.1
33956,Jean-Jacques Panunzi,FRANCE,767225600,Stub,FRANCE,65.1
33957,Michel Fontaine (French politician),FRANCE,767227386,Stub,FRANCE,65.1
33958,Eugène Deloncle,FRANCE,767302854,Start,FRANCE,65.1
33959,Paul Cuttoli,FRANCE,767561352,Stub,FRANCE,65.1
33960,Chrétien François de Lamoignon de Basville,FRANCE,767623112,Stub,FRANCE,65.1
33961,Joseph de Riquet de Caraman-Chimay (1836-1892),FRANCE,767714737,Stub,FRANCE,65.1
33962,Louis-Charles Greffulhe,FRANCE,767746515,Stub,FRANCE,65.1
33963,David Charpentier de Cossigny,FRANCE,767967855,Stub,FRANCE,65.1
33964,Jacques Fernique,FRANCE,768071627,Stub,FRANCE,65.1
33965,Marie-Louise Loubet,FRANCE,768093072,Stub,FRANCE,65.1
33966,Charles de Varigny,FRANCE,768478007,GA,FRANCE,65.1
33967,Pierre-René Lemas,FRANCE,768959510,Start,FRANCE,65.1
33968,Edgar Le Bastard,FRANCE,768993812,Stub,FRANCE,65.1
33969,Jules Brunard,FRANCE,769430300,Stub,FRANCE,65.1
33970,Jean Cruppi,FRANCE,769601693,Stub,FRANCE,65.1
33971,Yves Bertrand,FRANCE,769909586,Stub,FRANCE,65.1
33972,Maurice Bokanowski,FRANCE,769937446,GA,FRANCE,65.1
33973,Michel Roussin,FRANCE,769975005,Start,FRANCE,65.1
33974,Joseph Romain-Desfossés,FRANCE,770132152,Start,FRANCE,65.1
33975,Bertrand Renouvin,FRANCE,770177605,Start,FRANCE,65.1
33976,Étienne Regnault,FRANCE,770361808,Stub,FRANCE,65.1
33977,Job Durupt,FRANCE,770757272,Stub,FRANCE,65.1
33978,Alexandre Rousselin de Saint-Albin,FRANCE,770891652,Start,FRANCE,65.1
33979,Louis-Jules Trochu,FRANCE,770893888,Start,FRANCE,65.1
33980,Pierre Philippe Denfert-Rochereau,FRANCE,770932475,Start,FRANCE,65.1
33981,Jules Duvaux,FRANCE,771037447,Stub,FRANCE,65.1
33982,Jules Cazot,FRANCE,771041075,Stub,FRANCE,65.1
33983,Louis Tillaye,FRANCE,771042801,Stub,FRANCE,65.1
33984,Jules Godin,FRANCE,771138915,Stub,FRANCE,65.1
33985,Armand Léon de Baudry d'Asson,FRANCE,771297171,Stub,FRANCE,65.1
33986,Jacques Médecin,FRANCE,771386303,Start,FRANCE,65.1
33987,Amédée Domenech,FRANCE,771528915,Stub,FRANCE,65.1
33988,Xavier de Villepin,FRANCE,771761593,Start,FRANCE,65.1
33989,Édouard Jonas,FRANCE,772135413,C,FRANCE,65.1
33990,Eugène Penancier,FRANCE,772496160,Stub,FRANCE,65.1
33991,Constantin Pecqueur,FRANCE,772922197,Start,FRANCE,65.1
33992,Ernest Granger,FRANCE,772922896,B,FRANCE,65.1
33993,François Lamoureux,FRANCE,772973814,Stub,FRANCE,65.1
33994,Anne Laubies,FRANCE,773101207,Stub,FRANCE,65.1
33995,Eugénie Pétain,FRANCE,773918490,Stub,FRANCE,65.1
33996,Maurice Ponga,FRANCE,774037111,Start,FRANCE,65.1
33997,Dick Ukeiwé,FRANCE,774037253,Stub,FRANCE,65.1
33998,Bernard Ukeiwé,FRANCE,774037292,Stub,FRANCE,65.1
33999,Jean Taittinger,FRANCE,774250557,Stub,FRANCE,65.1
34000,Fernand Tardy,FRANCE,774498677,Stub,FRANCE,65.1
34001,René Audran,FRANCE,774636785,Stub,FRANCE,65.1
34002,Catherine Picard,FRANCE,775488052,Stub,FRANCE,65.1
34003,Jacques Michaut,FRANCE,775817422,Stub,FRANCE,65.1
34004,"Armand Charles Emmanuel Guignard, comte de Saint-Priest",FRANCE,775827839,Stub,FRANCE,65.1
34005,Michel Maurice-Bokanowski,FRANCE,775846789,C,FRANCE,65.1
34006,Henri Dentz,FRANCE,776051675,Start,FRANCE,65.1
34007,Jean-Martial Bineau,FRANCE,776328065,GA,FRANCE,65.1
34008,Jean-Paul Cluzel,FRANCE,776330340,Stub,FRANCE,65.1
34009,Jean Tupinier,FRANCE,776360878,C,FRANCE,65.1
34010,Benjamin Abram,FRANCE,776683835,Start,FRANCE,65.1
34011,Louis de Chappedelaine,FRANCE,776960526,Stub,FRANCE,65.1
34012,High Commissioner of the Levant,FRANCE,777118546,Stub,FRANCE,65.1
34013,Stéphane Artano,FRANCE,777126471,Stub,FRANCE,65.1
34014,Jean-Pierre Cave,FRANCE,777483052,Stub,FRANCE,65.1
34015,Joseph Lainé,FRANCE,777510248,Stub,FRANCE,65.1
34016,Philippe Mestre,FRANCE,777665838,Stub,FRANCE,65.1
34017,Henri Martin (French politician),FRANCE,777775713,Stub,FRANCE,65.1
34018,Rirette Maîtrejean,FRANCE,778430404,Stub,FRANCE,65.1
34019,Henri Barbé,FRANCE,778654258,Stub,FRANCE,65.1
34020,Pierre Célor,FRANCE,778654287,Stub,FRANCE,65.1
34021,Armand Chouffet,FRANCE,779061005,Start,FRANCE,65.1
34022,Kofi Yamgnane,FRANCE,779240977,C,FRANCE,65.1
34023,Pascal Lamy,FRANCE,779463000,C,FRANCE,65.1
34024,Arthur Moulin,FRANCE,779645218,Stub,FRANCE,65.1
34025,Jean-Michel Baylet,FRANCE,779762219,Stub,FRANCE,65.1
34026,Jules Simon,FRANCE,779942096,C,FRANCE,65.1
34027,Edmond Blanc,FRANCE,780115437,Stub,FRANCE,65.1
34028,Jean-Baptiste Lacoste,FRANCE,780140960,Stub,FRANCE,65.1
34029,Louis Lafferre,FRANCE,780578651,Stub,FRANCE,65.1
34030,Jean Leguay,FRANCE,780620504,Start,FRANCE,65.1
34031,Joseph Wresinski,FRANCE,780661975,Start,FRANCE,65.1
34032,François Fortassin,FRANCE,780763793,Stub,FRANCE,65.1
34033,Alfred Joseph Naquet,FRANCE,780846384,Start,FRANCE,65.1
34034,Patrick Kanner,FRANCE,780949590,Stub,FRANCE,65.1
34035,Michel d'Ornano,FRANCE,780984564,Stub,FRANCE,65.1
34036,Robert Poujade,FRANCE,780984614,Stub,FRANCE,65.1
34037,Georges Theil,FRANCE,781076840,Stub,FRANCE,65.1
34038,Jean-Nicolas Bouilly,FRANCE,781126491,Start,FRANCE,65.1
34039,Jules Anglès,FRANCE,781300690,Start,FRANCE,65.1
34040,Dominique Joseph Garat,FRANCE,781902410,C,FRANCE,65.1
34041,Victor François de Montchenu,FRANCE,782074765,Start,FRANCE,65.1
34042,Ernest Chénière,FRANCE,782345492,Stub,FRANCE,65.1
34043,Gian Paolo Borghetti,FRANCE,782407882,C,FRANCE,65.1
34044,Antoine Dorfeuille,FRANCE,782434181,Start,FRANCE,65.1
34045,David Assouline,FRANCE,782537223,Start,FRANCE,65.1
34046,Olympe Audouard,FRANCE,782559711,Stub,FRANCE,65.1
34047,Justin de Selves,FRANCE,782645436,Stub,FRANCE,65.1
34048,Antoine du Verdier,FRANCE,782884178,Start,FRANCE,65.1
34049,Philippe Hurault de Cheverny,FRANCE,782884198,Start,FRANCE,65.1
34050,Jacques Marquet de Montbreton de Norvins,FRANCE,782884346,Stub,FRANCE,65.1
34051,"Bonabes, Count of Rougé",FRANCE,782963427,Stub,FRANCE,65.1
34052,Pierre Étienne Bourgeois de Boynes,FRANCE,782996380,Start,FRANCE,65.1
34053,Camille Teisseire,FRANCE,783132477,Start,FRANCE,65.1
